timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-19 23:17:46, 126, 70, 64, 26, 104, 126, 33, 22.79
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-20 00:17:49, 126, 70, 75, 26, 104, 126, 33, 21.77
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-20 01:17:51, 126, 70, 75, 26, 104, 126, 33, 21.77
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-20 02:17:54, 126, 70, 65, 26, 104, 126, 33, 24.09
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-20 03:17:56, 126, 70, 65, 26, 104, 126, 33, 24.09
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-20 04:17:59, 126, 70, 65, 26, 104, 126, 33, 24.09
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-20 05:18:01, 126, 70, 65, 26, 104, 126, 33, 24.09
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-20 06:18:04, 121, 70, 53, 27, 32, 121, 36, 27.64
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-20 07:18:06, 121, 70, 53, 27, 38, 121, 35, 27.64
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-20 08:18:09, 121, 70, 53, 27, 38, 121, 35, 27.64
timestamp, aqi, co, h, no2, o3, pm10, pm25, t
2017-11-20 09:18:11, 121, 70, 78, 27, 38, 121, 35, 23.95
